Vurderings Id;Vitenskapelig navn;Norsk navn;Kategori;Kriterier;Latinsknavn Id;Norge/Svalbard;Ekspertgruppe;Påvirkningsfaktorer;Naturtyper,,,,,,,,,,,,
"N/102221;Galium sterneri;bakkemaure;NT;""A4(a,b,c)";" B2b(i,ii,iii,iv,""v)""""";102221;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"B | S | SM"",,,,,,";;;
"N/99654;Carex fuliginosa;;NT;""A4(c); B2b(ii,iii,iv,""v)""""";99654;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"V | A"",,,,,,,,,";;;;
"N/102192;Gentianella campestris islandica;fjellbakkesøte;NT;""A4(a,""c)""""";102192;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"Ky | B | S | A | SM"",,,,,,,,,,,";;;;
"N/101449;Arenaria pseudofrigida;kalkarve;NT;""A4(c); B1b(iii)+2b(iii)"";101449;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring | Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite | Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.);B | A,,,,,,,,,,,,";;;;;;;;;
"N/102617;Elatine orthosperma;nordlig evjeblom;NT;""A4(c); B2b(ii,iii,iv,""v)""""";102617;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring"", kanalisering, utretting, moloer, terskler mm.)";L,,,,,;;;;
"N/103133;Pulsatilla pratensis;kubjelle;NT;""A4(b,""c)";" B1a(i)+2a(i)""""";103133;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått;"Ky | B"",,,,,,,,,,,";;;
"N/102459;Pedicularis hirsuta;lodnemyrklegg;NT;""A4(b,""c)""""";102459;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"A"",,,,,,,,,,,";;;;
"N/101365;Atriplex lapponica;kolamelde;NT;""B2c(iii,""iv)""""";101365;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"F"",,,,,,,,,,,";;;;
"N/101576;Spergula arvensis arvensis;ugrasbendel;NT;""A4(a)"";101576;N;Karplanter;Ukjent;Å,,,,,,,,,,,,";;;;;;;;;
"N/102676;Salix hastata vegeta;kalkbleikvier;NT;""B2b(iii)"";102676;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;Ky | B | S,,,,,,,,,,,,";;;;;;;;;
"N/101430;Salicornia pojarkovae;kvitsjøsalturt;NT;""B1c(iv)+2c(iv)"";143555;N;Karplanter;;F,,,,,,,,,,,,";;;;;;;;;
"N/99495;Cypripedium calceolus;marisko;NT;""A4(a,b,c)";" B2a((i))b(ii,iii,iv,""v)""""";99495;N;Karplanter;Høsting > Flora-/faunakriminalitet | Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Utvinning (gruvedrift og steinbrudd) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"B | S"",,,,,,,";;;
"N/102491;Callitriche hermaphroditica;høstvasshår;NT;""A4(c,""e)""""";102491;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag | Forurensing > I vann > Næringssalter og organiske næringstoffer | Fremmede arter > Konkurrenter;"L"",,,,,,,,,,,";;;;
"N/102176;Comastoma tenellum;småsøte;NT;""A4(a,b,""c)""""";102176;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"A | B | Ko | SM"",,,,,,,,,,";;;;
"N/101454;Atocion armeria;rødsmelle;NT;""B1c(iii,iv)+2c(iii,""iv)""""";101454;N;Karplanter;;"B"",,,,,,,,,,";;;;
"N/102506;Hippuris lanceolata;brakkhesterumpe;NT;""B2a((i)); D2"";102506;N;Karplanter;Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.) | Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring, dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring, kanalisering, utretting, moloer, terskler mm.)";F,,,,,,,;;;;;;;;
"N/100178;Puccinellia finmarchica;finnmarkssaltgras;NT;""B1a(ii)+2a(ii)"";100178;N;Karplanter;Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite;F | Ky,,,,,,,,,,,,";;;;;;;;;
"N/103667;Saxifraga osloensis;oslosildre;NT;""A4(a,c)";" B1b(ii,iii,iv,v)+2b(ii,iii,iv,""v)""""";103667;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Fremmede arter > Konkurrenter | Påvirkning fra stedegne arter > Konkurrenter;"B"",,,,,";;;
"N/103482;Sorbus aria;sølvasal;NT;""A4(c,e)";" B1a(ii)b(ii,iii,iv,v)+2a(ii)b(ii,iii,iv,""v)""""";103482;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Industri/næringsutbygging | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging | Fremmede arter > Hybridisering;"S"",,,,,";;;
"N/100562;Erigeron acris droebachiensis;drøbakbakkestjerne;NT;""A4(a,c)";" B2b(ii,iii,iv,""v)""""";143591;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Industri/næringsutbygging | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging";B | Ko | SM,,,,,,;;;
"N/103416;Rubus dissimulans;blankbjørnebær;NT;""B1a((i))+2a((i))"";103416;N;Karplanter;;S | SM | Ky,,,,,,,,,,,,";;;;;;;;;
"N/102618;Elatine triandra;trefelt evjeblom;NT;""A4(b,c)";" B2b(ii,iii,iv,""v)""""";102618;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring"", dumping og utfyllinger i strandsonen | Forurensing > I vann > Næringssalter og organiske næringstoffer";L | Fl,,,,,,,;;;
"N/103311;Filipendula vulgaris;knollmjødurt;NT;""A4(c); B2b(iii)"";103311;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning;B | S | SM,,,,,,,,,,,,";;;;;;;;;
"N/103413;Rubus caesius;blåbringebær;NT;""A4(b,""c)";" B2b(iii)""""";103413;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring"", kanalisering, utretting, moloer, terskler mm.)";Fl | B | S,,,,,,,;;;
"N/101798;Monotropa hypopitys hypophegea;snau vaniljerot;NT;""A4(c)"";101798;N;Karplanter;Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Treslagskifte;S,,,,,,,,,,,,";;;;;;;;;
"N/100541;Crepis praemorsa;enghaukeskjegg;NT;""A4(a,c)";" B2a((i))b(i,ii,iii,iv,""v)""""";100541;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning;"S | SM | Å"",,,,,,,";;;
"N/99671;Carex lepidocarpa;nebbstarr;NT;""A4(a,""c)""""";99671;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking;"B | SM | V"",,,,,,,,,,,";;;;
"N/100475;Carlina vulgaris longifolia;stor stjernetistel;NT;""A4(b,c)";" B2b(ii,iii,iv,""v)""""";100475;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Industri/næringsutbygging | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging";B | S | Ko,,,,,,;;;
"N/100927;Campanula barbata;skjeggklokke;NT;""B1b(ii,iii,iv)+2b(ii,iii,""iv)""""";100927;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"B | S | SM"",,,,,,,,";;;;
"N/102616;Elatine hydropiper;korsevjeblom;NT;""A4(c); B2b(iii,iv,""v)""""";102616;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring"", kanalisering, utretting, moloer, terskler mm.)";L,,,,,,;;;;
"N/101008;Lappula deflexa;hengepiggfrø;NT;""A4(b,""c)""""";101008;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"B | S | SM"",,,,,,,,,,,";;;;
"N/101650;Myricaria germanica;klåved;NT;""A4(b,c,""e)""""";101650;N;Karplanter;Fremmede arter > Påvirker habitatet | Fremmede arter > Konkurrenter | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag;"Fl | I | Ko"",,,,,,,,,,";;;;
"N/102104;Vicia orobus;vestlandsvikke;NT;""A4(b,c)";" B2b(ii,iii,""iv)""""";102104;N;Karplanter;Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Skogplanting | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Lyngbrenning | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"S | SM | Ky"",,,,,,,,,";;;
"N/103237;Alchemilla oleosa;oljemarikåpe;NT;""B2a(i)"";103237;N;Karplanter;;S | A,,,,,,,,,,,,";;;;;;;;;
"N/103927;Cystopteris alpina;kalklok;NT;""A4(c)"";103927;N;Karplanter;Klimatiske endringer > Regionale > Endringer i nedbørsmengde | Klimatiske endringer > Regionale > Temperaturendring;B | A,,,,,,,,,,,,";;;;;;;;;
"N/101032;Myosotis stricta;dvergforglemmegei;NT;""A4(a)"";101032;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift;B | SM,,,,,,,,,,,,";;;;;;;;;
"N/102708;Salix triandra;mandelpil;NT;""A4(a,""c)""""";102708;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring"", dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring, kanalisering, utretting, moloer, terskler mm.)";Fl,,,,,,;;;;
"N/103340;Potentilla arenosa;;NT;""B2a((i))"";103340;N;Karplanter;;B,,,,,,,,,,,,";;;;;;;;;
"N/100155;Poa ×jemtlandica;jemtlandsrapp;NT;""A4(b,c)";" B2b(ii,iii,iv,""v)""""";100155;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"I | A"",,,,,,,,";;;
"N/103498;Sorbus subpinnata;grenmarasal;NT;""A4(a,c)";" B2b(ii,iii,iv,""v)""""";103498;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite";B | S,,,,,,;;;
"N/100762;Petasites albus;hvitpestrot;NT;""A4(c); B1b(ii,iii,iv)+2b(ii,iii,""iv)""""";100762;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting);"Fl"",,,,,,,,";;;;
"N/103642;Micranthes tenuis;grannsildre;NT;""A4(b,""c)""""";103642;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"A | B"",,,,,,,,,,,";;;;
"N/103415;Rubus cyclomorphus;vrangbjørnebær;NT;""B1a((i))+2a((i))"";103415;N;Karplanter;;Ky | S,,,,,,,,,,,,";;;;;;;;;
"N/101671;Swida sanguinea;villkornell;NT;""A4(a,c)";" B2b(ii,iii,iv,""v)""""";101671;N;Karplanter;Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging;"S"",,,,,,,,";;;
"N/101393;Blitum bonus-henricus;stolt henrik;NT;""A4(b,c)";" B2b(ii,iii,""iv)""""";145672;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"SM | Ko"",,,,,,,,,";;;
"N/100739;Filago arvensis;ullurt;NT;""B2b(ii,iii,iv,""v)""""";145664;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning > Masseuttak (leire"", sand og grustak)";B | SM | Ko,,,,,,,,;;;;
"N/100981;Anchusa arvensis arvensis;åkerkrokhals;NT;""A4(a,""b)""""";100981;N;Karplanter;Andre;"SM | Å"",,,,,,,,,,,";;;;
"N/99661;Carex heleonastes;huldrestarr;NT;""A4(a,b,""c)""""";99661;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking;"V"",,,,,,,,,,";;;;
"N/103402;Rosa rubiginosa;eplerose;NT;""D2"";103402;N;Karplanter;Fremmede arter > Hybridisering | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning;B | S | SM,,,,,,,,,,,,";;;;;;;;;
"N/100980;Anchusa arvensis;krokhals;NT;""A4(a,""b)""""";100980;N;Karplanter;Andre;"SM | Å"",,,,,,,,,,,";;;;
"N/99416;Allium scorodoprasum;bakkeløk;NT;""A4(a,c)";" B2b(ii,iii,iv,""v)""""";99414;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite";B | S | Ko | SM | Ky | Å,,,,,,;;;
"N/103162;Ranunculus polyanthemos;krattsoleie;NT;""A4(a,""c)""""";103162;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning;"B | S | SM | Ky"",,,,,,,,,,,";;;;
"N/100516;Cirsium oleraceum;kåltistel;NT;""A4(c); B2b(iii)"";100516;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting);S | Fl | SM | V | Å,,,,,,,,,,,,";;;;;;;;;
"N/99320;Lemna trisulca;korsandemat;NT;""A4(a,c)";" B2b(ii,iii,""iv)""""";99320;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring"", dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring, kanalisering, utretting, moloer, terskler mm.) | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Gjennfylling av dammer, bekkelukking og tørrlegging";L | V,,,;;;
"N/101475;Cerastium nigrescens;snøarve;NT;""A4(a,b,c)";" B2b(iii,iv,""v)""""";101475;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"I | A"",,,,,,,,";;;
"N/145760;Salix lanata glandulifera;kjertelvier;NT;""A4(e)"";145760;N;Karplanter;Påvirkning fra stedegne arter > Hybridisering;S | Fl | I | V,,,,,,,,,,,,";;;;;;;;;
"N/143541;Pilosella scandinavica;slåttesveve;NT;""A4(c)"";143541;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift;Ko | SM,,,,,,,,,,,,";;;;;;;;;
"N/143533;Pilosella hyperborea;nordlandssveve;NT;""A4(c)"";143533;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift;B | SM,,,,,,,,,,,,";;;;;;;;;
"N/102544;Veronica alpina pumila;høyfjellsveronika;NT;""A4(b,c)";" B2b(ii,iii,iv,""v)""""";102544;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"I | A"",,,,,,,,";;;
"N/143524;Pilosella blyttiana;blyttsveve;NT;""A4(c)"";143524;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift;S | SM,,,,,,,,,,,,";;;;;;;;;
"N/101747;Valeriana officinalis;legevendelrot;NT;""A4(c); B2b(ii,iii,""iv)""""";101747;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"B | SM"",,,,,,,,,,";;;;
"N/99965;Catabrosa aquatica;kildegras;NT;""A4(a,b,""c)""""";99965;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"F | V | Fl | SM"",,,,,,,,,,";;;;
"N/143598;Pilosella aurantiaca decolorans;brannsveve;NT;""A4(c); B2b(iii)"";143598;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift;S | SM,,,,,,,,,,,,";;;;;;;;;
"N/103934;Gymnocarpium continentale;finntelg;NT;""B1a((i))+2a((i))"";103934;N;Karplanter;Andre > Andre | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag;B | S,,,,,,,,,,,,";;;;;;;;;
"N/99369;Stuckenia vaginata;sliretjernaks;NT;""B2a(i)"";99369;N;Karplanter;;L,,,,,,,,,,,,";;;;;;;;;
"N/102458;Pedicularis flammea;brannmyrklegg;NT;""A4(b,""c)""""";102458;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"A"",,,,,,,,,,,";;;;
"N/101842;Lysimachia nemorum;skogfredløs;NT;""A4(a,""b)""""";101842;N;Karplanter;Ukjent;"S"",,,,,,,,,,,";;;;
"N/101756;Valerianella locusta;vårsalat;NT;""A4(c); B2b(ii,iii,iv,""v)""""";101756;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Turisme/rekreasjon (parker"", idrettsanlegg, stier/løyper mm.) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite";F | Ky | Å | Ko,,,,,,,;;;;
"N/101012;Lithospermum officinale;legesteinfrø;NT;""B2a((i))"";101012;N;Karplanter;Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning;B | S | SM,,,,,,,,,,,,";;;;;;;;;
"N/100364;Selinum carvifolia;krusfrø;NT;""A4(a,c)";" B2b(ii,iii,iv,""v)""""";100364;N;Karplanter;"Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.)";F | SM | Ky,,,,,,;;;
"N/100439;Artemisia maritima;strandmalurt;NTº;""D1"";100439;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Turisme/rekreasjon (parker, idrettsanlegg, stier/løyper mm.)";F,,,,,,,,,,;;;;;;;;
"N/102174;Centaurium pulchellum;dverggylden;NT;""A4(c)"";102174;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning i marine miljø > Mudring, dumping og utfyllinger i strandsonen (inkl. moloer og havneanlegg) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite";F,,,,,,,,,,,;;;;;;;;
"N/103149;Ranunculus glacialis;issoleie;NT;""A4(a,b,""c)""""";103149;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"A | Fl | I"",,,,,,,,,,";;;;
"N/99699;Carex pallidula;åsstarr;NT;""B1a(ii)+2a(ii)"";143458;N;Karplanter;;S,,,,,,,,,,,,";;;;;;;;;
"N/99484;Cephalanthera longifolia;hvit skogfrue;NT;""A4(c); B2b(iii)"";99484;N;Karplanter;Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst;S,,,,,,,,,,,,";;;;;;;;;
"N/103159;Ranunculus nivalis;snøsoleie;NT;""A4(a,b,""c)""""";103159;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"A"",,,,,,,,,,";;;;
"N/102576;Veronica verna;vårveronika;NT;""A4(c)"";102576;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Forurensing > Terrestrisk > Næringssalter og organiske næringsstoffer;B | Å | SM,,,,,,,,,,,,";;;;;;;;;
"N/99548;Pseudorchis albida;hvitkurle;NT;""A4(a,""c)""""";99548;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"Ky | S | A | SM"",,,,,,,,,,,";;;;
"N/101199;Draba lactea;lapprublom;NT;""A4(b,c)";" B2b(ii,iii,iv,""v)""""";101199;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"I | A"",,,,,,,,";;;
"N/103499;Sorbus subsimilis;sørlandsasal;NT;""A4(a,c)";" B2b(ii,iii,""iv)""""";103499;N;Karplanter;Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Treslagskifte;"B | S"",,,,,,,,,";;;
"N/102090;Vicia cassubica;sørlandsvikke;NT;""A4(a,b,c)";" B2b(i,ii,iii,""iv)""""";102090;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"B | S | Ky"",,,,,,,";;;
"N/102615;Elatine hexandra;skaftevjeblom;NT;""A4(c); B2b(ii,iii,""iv)""""";102615;N;Karplanter;;"L"",,,,,,,,,,";;;;
"N/100786;Scorzonera humilis;griseblad;NT;""A4(a,c)";" B2b(i,ii,iii,iv,""v)""""";100786;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"S | SM"",,,,,,,";;;
"N/102239;Geranium bohemicum;bråtestorkenebb;NT;""A4(c); B2c(ii,iii,""iv)";" C2b""""";102239;N;Karplanter;Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Skogplanting | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Skogbrannslukking/gjenplanting av brannflater;"B | S | SM | Ko"",,,,,,,,,,";;;
"N/99711;Carex pseudocyperus;dronningstarr;NT;""A4(a,""c)""""";99711;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"Fl | V"",,,,,,,,,,,";;;;
"N/102573;Veronica serpyllifolia humifusa;lappveronika;NT;""A4(c); B2b(ii,iii,iv,""v)""""";102573;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag;"V | Fl | A"",,,,,,,,,";;;;
"N/99539;Ophrys insectifera;flueblom;NT;""A4(b,""c)""""";99539;N;Karplanter;"Høsting > Flora-/faunakriminalitet | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Utvinning (gruvedrift og steinbrudd) | Påvirkning på habitat > Landbruk > Skogbruk (kommersielt) > Skogsdrift"", hogst og skjøtsel";V | Ky | B | S | SM,,,,,,,,,,;;;;
"N/99522;Hammarbya paludosa;myggblom;NT;""A4(a,""c)""""";99522;N;Karplanter;Påvirkning på habitat > Landbruk > Skogbruk (kommersielt) > Skogreising/treslagskifte > Grøfting og grøfterens (f.eks. myr og sumpskog);"V"",,,,,,,,,,,";;;;
"N/102477;Rhinanthus minor monticola;kystkall;NT;""A4(c)"";102477;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Lyngbrenning;SM | Ky,,,,,,,,,,,,";;;;;;;;;
"N/102916;Koenigia islandica;dvergsyre;NT;""A4(b,""c)""""";102916;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"A | Fl | I | V"",,,,,,,,,,,";;;;
