Vurderings Id;Vitenskapelig navn;Norsk navn;Kategori;Kriterier;Latinsknavn Id;Norge/Svalbard;Ekspertgruppe;Påvirkningsfaktorer;Naturtyper,,,,,,,,,,,,
"N/102052;Trifolium fragiferum;jordbærkløver;VU;""A4(a,c)";" B2a((i))b(i,ii,iii,iv,""v)""""";102052;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Turisme/rekreasjon (parker"", idrettsanlegg, stier/løyper mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Deponering (dumping, utfyllinger og avfallsdeponier) | Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting)";F,,,,;;;
"N/103527;Ulmus glabra;alm;VU;""A4(a,""e)""""";103527;N;Karplanter;Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Treslagskifte | Fremmede arter > Patogener/parasitter | Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.) | Fremmede arter > Konkurrenter;"B | S"",,,,,,,,,,,";;;;
"N/102826;Circaea lutetiana;stortrollurt;VU;""A4(b,c)";" B2a((i))b(ii,iv,""v)""""";102826;N;Karplanter;Ukjent;"S"",,,,,,,,,";;;
"N/103152;Ranunculus hyperboreus arnellii;tundrasoleie;VU;""B2a((i))b(iii)"";103152;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;L | V,,,,,,,,,,,,";;;;;;;;;
"N/99827;Juncus foliosus;jærsiv;VU;""A4(a,""c)""""";99827;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Tråkk og motorferdsel | Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking;"V | SM"",,,,,,,,,,,";;;;
"N/99792;Schoenus ferrugineus;brunskjene;VU;""B2a((i))b(iii)"";99792;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Lyngbrenning;V | SM,,,,,,,,,,,,";;;;;;;;;
"N/100060;Glyceria lithuanica;skogsøtgras;VU;""B2a(i)b(ii,iii,""iv)""""";100060;N;Karplanter;"Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Skogsbilveier | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting) | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.)";Fl | S,,,,,,,,;;;;
"N/101451;Arenaria serpyllifolia lloydii;kystsandarve;VU;""B2a((i))b(iii)"";101451;N;Karplanter;;Ky,,,,,,,,,,,,";;;;;;;;;
"N/101561;Silene involucrata tenella;finnmarksjonsokblom;VU;""D1+2"";101561;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag;Fl | B,,,,,,,,,,,,";;;;;;;;;
"N/99810;Juncus anceps;svartsiv;VU;""D2"";99810;N;Karplanter;;F | Ky,,,,,,,,,,,,";;;;;;;;;
"N/99720;Carex rufina;jøkelstarr;VU;""A4(a,b,""c)""""";99720;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"Fl | A"",,,,,,,,,,";;;;
"N/103969;Botrychium lanceolatum;handmarinøkkel;VU;""A4(a,""c)""""";103969;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Forurensing > Terrestrisk > Næringssalter og organiske næringsstoffer;"A | SM"",,,,,,,,,,,";;;;
"N/102398;Utricularia australis;vrangblærerot;VU;""B1a((i))b(iii)+2a((i))b(iii)"";102398;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Gjennfylling av dammer, bekkelukking og tørrlegging";L,,,,,,,,,,,;;;;;;;;
"N/99766;Eriophorum brachyantherum;gulmyrull;VU;""B2a((i))b(iii)"";99766;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting);V,,,,,,,,,,,,";;;;;;;;;
"N/99665;Carex jemtlandica;jemtlandsstarr;VU;""B2a((i))b(ii,iii,""iv)""""";99665;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking;"V"",,,,,,,,,,";;;;
"N/100123;Phippsia concinna;sprikesnøgras;VU;""A4(a,""c)""""";100123;N;Karplanter;Klimatiske endringer > Regionale > Endringer i nedbørsmengde | Klimatiske endringer > Regionale > Temperaturendring;"A"",,,,,,,,,,,";;;;
"N/102173;Centaurium littorale;tusengylden;VU;""A4(c); B2a((i))b(ii,iii,iv,""v)""""";102173;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.)";F,,,,,,,;;;;
"N/103433;Rubus muenteri;sigdbjørnebær;VU;""D1+2"";103433;N;Karplanter;;S,,,,,,,,,,,,";;;;;;;;;
"N/103400;Rosa pimpinellifolia;trollnype;VU;""B1a(ii)b(ii,iii,iv)+2a(ii)b(ii,iii,""iv)""""";103400;N;Karplanter;Fremmede arter > Hybridisering | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Lyngbrenning;"Ky | B | SM"",,,,,,,,";;;;
"N/100148;Poa arctica caespitans;tuerapp;VU;""B1a((i),ii)b(iii)+2a((i),""ii)b(iii)""""";100148;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;"A"",,,,,,,,,,";;;;
"N/100538;Crepis multicaulis;altaihaukeskjegg;VU;""D1"";100538;N;Karplanter;;B,,,,,,,,,,,,";;;;;;;;;
"N/100452;Bidens cernua;nikkebrønsle;VU;""A4(b,""c)""""";100452;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring"", dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Gjennfylling av dammer, bekkelukking og tørrlegging | Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite";F | V | Fl,,,,,,,,,;;;;
"N/103185;Thalictrum minus;kystfrøstjerne;VU;""B2a((i))b(ii,iii,iv,""v)""""";103185;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"Ky | B | S"",,,,,,,,,";;;;
"N/103834;Taxus baccata;barlind;VU;""A4(a,c,d,""e)""""";103834;N;Karplanter;Høsting > Sanking/høsting | Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.) | Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Skogplanting;"S"",,,,,,,,,";;;;
"N/103047;Glaucium flavum;gul hornvalmue;VUº;""B1b(iv,v)c(i,ii,iii,iv)+2b(iv,v)c(i,ii,iii,""iv)";" C2b""""";103047;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning;"F | Ky"",,,,";;;
"N/102545;Veronica anagallis-aquatica;vassveronika;VU;""B2a((i))b(i,ii,iii,""iv)""""";102545;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring"", dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Gjennfylling av dammer, bekkelukking og tørrlegging | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite";L | Fl | V,,,,,,,;;;;
"N/103189;Thalictrum simplex boreale;finnmarksfrøstjerne;VU;""B2a((i))b(iii)"";103189;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;B | S | Fl | SM,,,,,,,,,,,,";;;;;;;;;
"N/100341;Meum athamanticum;bjørnerot;VU;""D2"";100341;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift;S | SM,,,,,,,,,,,,";;;;;;;;;
"N/103846;Diphasiastrum zeilleri;hybridgrannjamne;VU;""A4(c); B2a((i),ii)b(i,ii,iii,""iv)""""";103846;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Motorferdsel;"S"",,,,,,,,";;;;
"N/103129;Myosurus minimus;muserumpe;VU;""B2a((i))b(ii,iii,iv,""v)""""";103129;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Forurensing > Terrestrisk > Næringssalter og organiske næringsstoffer;"B | Å | SM | Ko"",,,,,,,,,";;;;
"N/100122;Phippsia algida;snøgras;VU;""A4(a,b,""c)""""";100122;N;Karplanter;Klimatiske endringer > Regionale > Endringer i nedbørsmengde | Klimatiske endringer > Regionale > Temperaturendring;"A"",,,,,,,,,,";;;;
"N/103528;Ulmus glabra glabra;skogalm;VU;""A4(a,""e)""""";103528;N;Karplanter;Påvirkning fra stedegne arter > Predatorer | Fremmede arter > Patogener/parasitter | Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.);"B | S"",,,,,,,,,,,";;;;
"N/103976;Ophioglossum vulgatum;ormetunge;VU;""A4(a,""c)""""";103976;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i marine miljø > Mudring"", dumping og utfyllinger i strandsonen (inkl. moloer og havneanlegg) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier, broer, flyplasser mm.)";F | SM | Ky,,,,,,,,;;;;
"N/102575;Veronica spicata;aksveronika;VU;""A4(b,c,""e)""""";102575;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Menneskelig forstyrrelse > Rekreasjon/turisme | Fremmede arter > Konkurrenter | Påvirkning fra stedegne arter > Konkurrenter;"B"",,,,,,,,,,";;;;
"N/103429;Rubus langei;krattbjørnebær;VU;""D1"";103429;N;Karplanter;;Ky | S,,,,,,,,,,,,";;;;;;;;;
"N/102384;Thymus praecox;kryptimian;VU;""B2a((i))b(ii,iii,""iv)""""";102384;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Turisme/rekreasjon (parker, idrettsanlegg, stier/løyper mm.)";B | Ky,,,,,,;;;;
"N/103876;Asplenium adulterinum;brunburkne;VU;""A4(a,c)";" B2a((i))b(i,ii,iii,iv,""v)""""";103876;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning > Utvinning (gruvedrift og steinbrudd) | Ukjent;"B"",,,,,,,";;;
"N/103333;Malus sylvestris;villeple;VU;""A4(e)"";103333;N;Karplanter;Fremmede arter > Hybridisering | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Skogbruk (kommersielt) > Skogreising/treslagskifte ;B | S,,,,,,,,,,,,";;;;;;;;;
"N/103529;Ulmus glabra montana;bergalm;VU;""A4(a,""e)""""";103529;N;Karplanter;Fremmede arter > Patogener/parasitter | Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.);"B | S"",,,,,,,,,,,";;;;
"N/102892;Asarum europaeum;hasselurt;VU;""D2"";102892;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning;S,,,,,,,,,,,,";;;;;;;;;
"N/102285;Dracocephalum ruyschiana;dragehode;VU;""A4(a,""c)""""";102285;N;Karplanter;"Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite";B | SM,,,,,,,,,;;;;
"N/102853;Oenothera ammophila;sandnattlys;VUº;""D1"";102853;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Masseuttak (leire, sand og grustak)";Ky,,,,,,,,,,,;;;;;;;;
"N/100430;Arnica montana;solblom;VU;""B2a(i)b(ii,iii,iv,""v)""""";100430;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Lyngbrenning;"S | SM"",,,,,,,,,";;;;
"N/103184;Thalictrum kemense;russefrøstjerne;VU;""B1a(ii)b(ii,iii,iv,v)+2a(ii)b(ii,iii,iv,""v)""""";103184;N;Karplanter;"Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring"", dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring, kanalisering, utretting, moloer, terskler mm.) | Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking";Fl,;;;;
"N/99506;Dactylorhiza majalis sphagnicola;smalmarihand;VU;""A4(b,""c)""""";143615;N;Karplanter;Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting);"V"",,,,,,,,,,,";;;;
"N/103453;Rubus septentrionalis;lodnebjørnebær;VU;""D1"";103453;N;Karplanter;;B | S | Ky,,,,,,,,,,,,";;;;;;;;;
"N/103245;Alchemilla subglobosa;vollmarikåpe;VU;""B2a((i))b(iii,""iv)""""";103245;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått;"SM"",,,,,,,,,,,";;;;
"N/102021;Oxytropis deflexa;;VU;""D1"";102021;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning > Andre;B,,,,,,,,,,,,";;;;;;;;;
"N/103145;Ranunculus bulbosus;knollsoleie;VU;""A4(b,c)";" B2a((i))b(i,ii,iii,iv,""v)""""";103145;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"B | SM | Ky"",,,,,,,";;;
"N/103932;Diplazium sibiricum;russeburkne;VU;""B1a((i))b(ii,iii,iv,v)+2a((i))b(ii,iii,iv,""v)""""";103932;N;Karplanter;Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst;"B | S"",,,,,,";;;;
"N/102409;Fraxinus excelsior;ask;VU;""A4(e)"";102409;N;Karplanter;Fremmede arter > Patogener/parasitter | Fremmede arter > Konkurrenter | Påvirkning fra stedegne arter > Predatorer;F | V | Fl | S,,,,,,,,,,,,";;;;;;;;;
"N/99687;Carex muricata lamprocarpa;bleik piggstarr;VU;""D1"";99687;N;Karplanter;;S | Ko,,,,,,,,,,,,";;;;;;;;;
"N/102385;Thymus praecox britannicus;norsk timian;VU;""B2a((i))b(ii,iii,""iv)""""";143612;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Turisme/rekreasjon (parker, idrettsanlegg, stier/løyper mm.)";B | SM | Ky,,,,,,;;;;
"N/103112;Coptidium lapponicum;lappsoleie;VU;""B1a((i))b(ii,iv,v)+2a((i))b(ii,iv,""v)""""";103112;N;Karplanter;Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting) | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag;"V"",,,,,,,,";;;;
"N/99769;Eriophorum medium;vrangmyrull;VU;""A4(b,c)";" B2a((i))b(ii,iii,""iv)""""";99769;N;Karplanter;Ukjent;"V"",,,,,,,,,";;;
"N/102211;Galium normanii;vegamaure;VU;""B1a(ii)b(ii,iii)+2a(ii)b(ii,""iii)""""";102211;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Lyngbrenning | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging;"Ky | B | SM"",,,,,,,,,,";;;;
"N/103425;Rubus hallandicus;glisnebjørnebær;VU;""D1"";103425;N;Karplanter;;S | Ky,,,,,,,,,,,,";;;;;;;;;
"N/101877;Primula nutans;;VU;""B2a((i))b(ii,iii,iv,""v)""""";101877;N;Karplanter;"Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.)";F | V,,,,,,,;;;;
"N/103905;Dryopteris expansa willeana;bruntelg;VU;""D1"";103905;N;Karplanter;;S,,,,,,,,,,,,";;;;;;;;;
"N/99716;Carex rhynchophysa;blærestarr;VU;""B1a(ii)b(ii,iii,iv,v)+2a(ii)b(ii,iii,iv,""v)""""";99716;N;Karplanter;"Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Industri/næringsutbygging | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Deponering (dumping"", utfyllinger og avfallsdeponier) | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring, dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Vannløpsendring (flomhindring, kanalisering, utretting, moloer, terskler mm.)";V | Fl;;;;
"N/102301;Hyssopus officinalis;isop;VU;""D1+2"";102301;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Turisme/rekreasjon (parker, idrettsanlegg, stier/løyper mm.)";B | Ko,,,,,,,,,,;;;;;;;;
"N/101383;Beta vulgaris;bete;VU;""D1"";101383;N;Karplanter;Tilfeldig mortalitet > Andre;F | Ko | SM,,,,,,,,,,,,";;;;;;;;;
"N/145542;Diphasiastrum oellgaardii;;VU;""D1"";145542;N;Karplanter;;,,,,,,,,,,,,";;;;;;;;;
"N/99514;Epipogium aphyllum;huldreblom;VU;""B2a((i))b(iii)"";99514;N;Karplanter;Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Landbruk > Skogbruk (kommersielt) > Skogsdrift, hogst og skjøtsel > Skogsbilveger og kjørespor etter skogsmaskiner (den direkte effekten av inngrepet) | Påvirkning på habitat > Landbruk > Skogbruk (kommersielt) > Skogsdrift, hogst og skjøtsel > Markberedning (maskinell bearbeiding av marksjiktet etter hogst)";S,,,,,,,,,,;;;;;;;;
"N/100279;Berula erecta;vasskjeks;VU;""D1"";100279;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;L | F | SM | V,,,,,,,,,,,,";;;;;;;;;
"N/103669;Saxifraga paniculata laestadii;nordlig bergjunker;VU;""A4(c)"";103669;N;Karplanter;Klimatiske endringer > Regionale > Endringer i nedbørsmengde | Klimatiske endringer > Regionale > Temperaturendring;B | A,,,,,,,,,,,,";;;;;;;;;
"N/99648;Carex elata;bunkestarr;VU;""A4(a,c)";" B2a((i))b(ii,iii,""iv)""""";99648;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting) | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø;"V | Fl"",,,,,,,,,";;;
"N/99608;Carex acutiformis;rankstarr;VU;""B2a((i))b(iii)"";99608;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring, dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Gjennfylling av dammer, bekkelukking og tørrlegging | Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting)";V | Fl,,,,,,,,,,;;;;;;;;
"N/99356;Potamogeton lucens;blanktjernaks;VU;""A4(b,c)";" B2a((i))b(i,ii,iii,""iv)""""";99356;N;Karplanter;Forurensing > I vann > Næringssalter og organiske næringstoffer;"L"",,,,,,,,";;;
"N/100335;Laserpitium latifolium;hvitrot;VU;""A4(b,""c)""""";100335;N;Karplanter;"Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Industri/næringsutbygging | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging";B | S,,,,,,,,,;;;;
"N/101958;Lathyrus palustris pilosus;håret myrflatbelg;VU;""B2a((i))b(ii,iii,iv,""v)""""";101958;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"F | V | Fl | SM | Ko"",,,,,,,,,";;;;
"N/101435;Kali turgida;sodaurt;VUº;""B2b(iii)c(i,ii,iii,""iv)""""";145661;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Masseuttak (leire"", sand og grustak) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Annen påvirkning på habitat > Motorferdsel | Menneskelig forstyrrelse > Rekreasjon/turisme | Naturkatastrofer > Stormer";F | Ky,,,,,,,,;;;;
"N/120048;Carex quasibergrothii;evjestarr;VU;""B1a((i),ii)b(ii,iii,iv,v)+2a((i),ii)b(ii,iii,iv,""v)""""";145844;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning;"V"",,,,";;;;
"N/102803;Viola stagnina;bleikfiol;VU;""A4(b,c)";" B2a((i))b(i,ii,iii,iv,""v)""""";145663;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag";V | Fl,,,,,;;;
"N/101595;Stellaria hebecalyx;pomorstjerneblom;VU;""D2"";101595;N;Karplanter;Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite;A | SM | Ky,,,,,,,,,,,,";;;;;;;;;
"N/103576;Myriophyllum verticillatum;kranstusenblad;VU;""A4(a,b,""c)""""";103576;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Mudring"", dumping og utfyllinger i strandsonen | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Gjennfylling av dammer, bekkelukking og tørrlegging | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning";L,,,,,,,,;;;;
"N/103176;Ranunculus sulphureus;polarsoleie;VU;""B2a((i))b(iii,""iv)""""";103176;N;Karplanter;Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.) | Klimatiske endringer > Regionale > Temperaturendring;"V | A"",,,,,,,,,,,";;;;
"N/102507;Hippuris tetraphylla;korshesterumpe;VU;""B1a((i))b(v)+2a((i))b(v)"";102507;N;Karplanter;Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite | Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.);F,,,,,,,,,,,,";;;;;;;;;
"N/103186;Thalictrum minus arenarium;liten kystfrøstjerne;VU;""B2a((i))b(ii,iii,iv,""v)""""";103186;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"Ky | B | S"",,,,,,,,,";;;;
