Taxon Id;Species name;Scientific name;Species group;Category;Sightings;Landscape type;Red List Category;Red List Criterion
231965;;Hieracium pulvimarginatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231397;gutefibbla;Hieracium pumicatifolium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231966;stödefibbla;Hieracium puricolor;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i); D"
231967;;Hieracium pusilliceps;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231968;sydlig trollfibbla;Hieracium pycnodon;kärlväxt;Art;0;Skog (S) - Stor betydelse;EN;B2ab(ii,iii,iv,v)
231969;nätfibbla;Hieracium pycnotomum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;C2a(i)
231970;;Hieracium quadridentatum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231971;;Hieracium radiiflorum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231972;stråltandad fibbla;Hieracium radiodens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231973;;Hieracium radiopes;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231974;;Hieracium ramselense;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
267043;;Hieracium ravidum var. pectinellum;kärlväxt;Varietet;0;Jordbrukslandskap (J) - Stor betydelse;DD;
231401;tennfibbla;Hieracium ravusculum;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
231975;drottningfibbla;Hieracium regillatiforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231976;kungsfibbla;Hieracium regillatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i); D"
231977;hårig granfibbla;Hieracium remanens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231978;mörkaklevsfibbla;Hieracium remanentiforme;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231405;;Hieracium retrorsum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231406;;Hieracium retusulum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
231407;rombfibbla;Hieracium rhomboides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231981;;Hieracium ringselense;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D1
231982;ringsellefibbla;Hieracium ringsellei;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
266136;ostkustfibbla;Hieracium rufescens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;B2a
231985;tjurfibbla;Hieracium ruminosiforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231986;tuggfibbla;Hieracium ruminosum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231988;rivfibbla;Hieracium sarissatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231408;porfyrfibbla;Hieracium saurotoides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;C2a(i)
231409;ödlefibbla;Hieracium saurotum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
266126;flikig klippfibbla;Hieracium saxifragum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;B2ab(ii,iii,iv,v)
231992;;Hieracium scotocephalum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231413;mörkfibbla;Hieracium scotocranum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231994;;Hieracium scotostylum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;RE;
231414;skytfibbla;Hieracium scytophyllum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231995;bräckefibbla;Hieracium semicanipes;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231416;;Hieracium semiornatum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231996;;Hieracium semipendulum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231997;;Hieracium semistellatifrons;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231417;värmländsk violfibbla;Hieracium separ;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231998;;Hieracium seriflorum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
231999;timmersågsfibbla;Hieracium serratoellipticum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
232001;;Hieracium silboense;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D1
232002;blek hällfibbla;Hieracium siliginellum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
232003;;Hieracium siliginosum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
232004;dalafibbla;Hieracium siljense;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
231418;sillrefibbla;Hieracium sillrense;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
232005;siltefibbla;Hieracium siltense;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
232007;;Hieracium skytteanum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232008;gästrikefibbla;Hieracium solanum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
232009;däldfibbla;Hieracium soleifolium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
232010;;Hieracium spaniotrichum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;CR;D
232011;;Hieracium spanocomum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D1
232012;nordlig sågfibbla;Hieracium spargens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i); D"
232013;spretfibbla;Hieracium sparsidens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
232014;;Hieracium sparsidentiforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
232015;;Hieracium sparsifloccum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232016;;Hieracium sparsiguttatum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
232017;spegelfibbla;Hieracium speculare;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
232018;fåglarpsfibbla;Hieracium speirodon;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
232019;;Hieracium sphenoides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232020;sandnäsfibbla;Hieracium sphenophyllum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
232021;;Hieracium spodiocladum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
232022;;Hieracium spodiolepis;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231421;ydrefibbla;Hieracium spodoleucum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231422;;Hieracium staticoides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232023;grängesbergsfibbla;Hieracium steenhoffii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
6033371;älvfibbla;Hieracium stellans;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;DD;
232025;liten skuggfibbla;Hieracium steloides;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
231423;grovtandad glandelfibbla;Hieracium stenocoloides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231424;myckelbergsfibbla;Hieracium stenocolum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
232026;;Hieracium stenocranoides;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;NT;B2a
232027;;Hieracium stenogrammum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232028;;Hieracium stenolepidoides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232030;rambutanfibbla;Hieracium stenolomoides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
232033;;Hieracium stenotrichum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231425;mörk gnejsfibbla;Hieracium stibeophyllum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
232038;;Hieracium strengnense;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;NT;B2a
231427;;Hieracium striatisquameum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;NT;"B1a+2a; D1"
232039;;Hieracium strictipes;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231428;;Hieracium strimaense;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232040;stymnofibbla;Hieracium stymnophytum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
232041;borgsjöfibbla;Hieracium subacuens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D"
231430;söderhamnsfibbla;Hieracium subanfractum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
232042;;Hieracium subausterum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
267059;;Hieracium subaustrinum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;D1
232043;hårlös krattfibbla;Hieracium subchristianense;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); D"
232044;höglandsfibbla;Hieracium subciliatum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); C2a(i)"
232046;järvfibbla;Hieracium subcrassiforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
232047;mårdfibbla;Hieracium subcrassum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); C2a(i)"
231433;;Hieracium subedentatum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;RE;
231434;ellipsfibbla;Hieracium subedentulum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D1
267090;;Hieracium subglaucellum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;DD;
231435;styv glandelfibbla;Hieracium subglaucovirens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); C2a(i)"
232048;lillfjätsfibbla;Hieracium subhastatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); D"
232049;;Hieracium subhorizontale;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
231436;;Hieracium subinquilinum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
232050;småtandad fibbla;Hieracium subintegratum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
267060;;Hieracium sublestum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;DD;
232052;mörkstiftig hällfibbla;Hieracium sublividum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
232053;;Hieracium submammatidens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231439;viklaufibbla;Hieracium submetaliceps;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
231440;fleringefibbla;Hieracium subnaevosum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;D
231441;åbyfibbla;Hieracium subnitidum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); D"
232054;;Hieracium subphalarograptum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231443;smal randfibbla;Hieracium subpilulatum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
232055;krusbärsfibbla;Hieracium subplacerum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
232056;marstrandsfibbla;Hieracium subplumuligerum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv); D1"
231444;smal guldkornsfibbla;Hieracium subpunctillatum;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
231155;;Hieracium subpunctilliferum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
251899;småländsk rufsfibbla;Hieracium subramosum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
232057;;Hieracium subrivoense;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
267061;;Hieracium subsilvaticum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;DD;
232058;hullingfibbla;Hieracium subsparsidens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231446;hallandsfibbla;Hieracium subterdentatum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
232060;lofibbla;Hieracium subterscissum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); C2a(i)"
232063;;Hieracium subulatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232064;narrtallfibbla;Hieracium subulicuspis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231447;;Hieracium subverniferum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232066;isfibbla;Hieracium subviridans;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2a
232067;tjockbladig fibbla;Hieracium succulentifolium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;C2a(i)
232068;sörmlandsfibbla;Hieracium sudermannicum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231448;;Hieracium suppressum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231449;;Hieracium suriforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
266120;svanlundsfibbla;Hieracium svanlundii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;C2a(i)
231450;;Hieracium symmetricum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231451;bandklibbfibbla;Hieracium taeniifolium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
232071;mörkhårig hällfibbla;Hieracium tanaodeirum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
232073;långfibbla;Hieracium tenebricosum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
232074;;Hieracium tenuidens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232076;;Hieracium tephrinum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232080;rödtoppad fibbla;Hieracium tincticuspis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
232081;rödnervig fibbla;Hieracium tinctinervum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
231453;tjälderfibbla;Hieracium tjaelderense;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231454;salemfibbla;Hieracium toerense;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;"B2ab(ii,iii,iv,v); C2a(i)"
231456;kalfibbla;Hieracium trachlosimum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
251900;transtrandsfibbla;Hieracium transtrandense;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
232084;hårlös triangelfibbla;Hieracium triangulariforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232085;;Hieracium tripes;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
232086;;Hieracium tristiceps;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
231457;;Hieracium tristicolor;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
232087;skärklittsfibbla;Hieracium trunciceps;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
232088;trumpetfibbla;Hieracium tubaticeps;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
232089;tunafibbla;Hieracium tunense;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
231458;snurrfibbla;Hieracium turbiniceps;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
232090;;Hieracium tytthopogon;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
232092;;Hieracium ulotrichum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232094;;Hieracium umbricoliforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232095;nordlig veckfibbla;Hieracium uncosum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232096;stubbfibbla;Hieracium unctiusculum;kärlväxt;Art;0;Skog (S) - Stor betydelse;EN;B2ab(ii,iii,iv,v)
232097;;Hieracium undulidens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232098;;Hieracium unguiculatum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
232099;;Hieracium unguiferum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
232100;;Hieracium urolepium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
267062;;Hieracium valdeacutum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;DD;
232103;;Hieracium valdeplicatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232104;starkfibbla;Hieracium valentius;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
232105;;Hieracium valgescens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
232106;lövåsfibbla;Hieracium valgidentatum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
231459;klapperfibbla;Hieracium variabile;kärlväxt;Art;0;Skog (S) - Stor betydelse;EN;C2a(i)
231460;östergarnsfibbla;Hieracium varianifolium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231461;brokfibbla;Hieracium varianum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
232108;;Hieracium variiglandulum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231462;hjärtaredsfibbla;Hieracium vastulum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
232110;ljus veckfibbla;Hieracium venetifolium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231463;jungfrufibbla;Hieracium verniferum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D1
266287;flaggfibbla;Hieracium vexillatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;D1
266125;victoriafibbla;Hieracium victoriae;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
232111;kvigfibbla;Hieracium vinaceiforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)
232112;vinfibbla;Hieracium vinaceum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
232113;kraftfibbla;Hieracium viriatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
232114;;Hieracium viridicaniceps;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
232115;;Hieracium vitreicuspis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
232116;;Hieracium vittatulum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231465;kavelfibbla;Hieracium volutiferum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
232109;;Hieracium wendelianum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
232117;;Hieracium xenophytum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
231468;torrfibbla;Hieracium xerampelinum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
232118;viggfibbla;Hieracium xystophorum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
232119;;Hieracium yxnerumense;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
232120;druvfibbla;Hieracium zonulatiforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
232121;zonfibbla;Hieracium zonulatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv); C2a(i)"
232122;;Hieracium zygophorum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
