Taxon Id;Species name;Scientific name;Species group;Category;Sightings;Landscape type;Red List Category;Red List Criterion
619;kal knipprot;Epipactis phyllanthes;kärlväxt;Art;0;Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse;EN;C1+2a(i)
620;skogsfru;Epipogium aphyllum;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;"A2b; C2a(i)"
621;jättefräken;Equisetum telmateia;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;CR;D
224094;gotlandsfräken;Equisetum moorei;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;RE;
624;martorn;Eryngium maritimum;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;VU;C1
625;småtörel;Euphorbia exigua;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,iv,v)
626;ljungögontröst;Euphrasia micrantha;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;"A2b; B2ab(ii,iii,iv,v)"
221638;läkeögontröst;Euphrasia officinalis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)
628;ängsögontröst;Euphrasia officinalis subsp. monticola;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse;RE;
627;finnögontröst;Euphrasia officinalis subsp. officinalis;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)
629;stor ögontröst;Euphrasia officinalis subsp. pratensis;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;B2ab(i,ii,iii,iv,v)
630;brun ögontröst;Euphrasia salisburgensis subsp. schoenicola;kärlväxt;Underart;0;Våtmark (V) - Stor betydelse;NT;B1a+2a
631;skottlandsögontröst;Euphrasia scottica;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;RE;
632;svensk ögontröst;Euphrasia stricta var. suecica;kärlväxt;Varietet;0;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)
640;skärblad;Falcaria vulgaris;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii)
222473;gråsvingel;Festuca arenaria;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;"A2b; B2ab(ii,iii,iv,v)"
647;gulgrå ullört;Filago lutescens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;RE;
220785;ask;Fraxinus excelsior;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;A3e+4ce
235035;pommersk vårlök;Gagea pomeranica;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;"B1a+2a; D1"
668;luddvårlök;Gagea villosa;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2a
669;kalkdån;Galeopsis angustifolia;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii,iv,v)
221647;mjukdån;Galeopsis ladanum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;"A2b+4abc; C1+2a(i)"
671;gotlandsmåra;Galium rotundifolium;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;B2ab(iii,v)
221431;linmåra/småsnärjmåra;Galium spurium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
672;linmåra;Galium spurium subsp. spurium;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse;RE;
224199;småsnärjmåra;Galium spurium subsp. vaillantii;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
673;backmåra;Galium suecicum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;"A2bc; B2ab(ii,iii,v)"
674;myskmåra;Galium triflorum;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2ab(iii,v)
690;nålginst;Genista anglica;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B1ab(iii)
691;tysk ginst;Genista germanica;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;"C2a(i); D"
692;hårginst;Genista pilosa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,v)
693;färgginst;Genista tinctoria;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;"B1ab(iii,v)+2ab(iii,v); C2a(i)"
224124;liten färgginst;Genista tinctoria subsp. tinctoria;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;"B1ab(iii,v)+2ab(iii,v); C2a(i)"
1885;klockgentiana;Gentiana pneumonanthe;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;EN;A2bc
694;baggsöta;Gentiana purpurea;kärlväxt;Art;0;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;CR;D
696;blekgentiana;Gentianella aurea;kärlväxt;Art;0;Fjäll (F) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;D1+2
264685;bredgentiana;Gentianella campestris;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;A2ab
1713;kustgentiana;Gentianella campestris subsp. baltica;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(ii,iii,iv,v)
221447;fältgentiana;Gentianella campestris subsp. campestris;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;A2abc
706;svedjenäva;Geranium bohemicum;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(v)
707;brandnäva;Geranium lanuginosum;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"B2ab(v); C2a(i)"
708;kärrnäva;Geranium palustre;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;EN;A2ab
712;strandvallmo;Glaucium flavum;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;VU;"B1ab(iii,v)+2ab(iii,v); C2a(i)"
221660;blågrönt mannagräs;Glyceria declinata;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;VU;A2bc
718;glesgröe;Glyceria lithuanica;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;B2ab(ii,iii,v)
220787;knärot;Goodyera repens;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;A2bc+4abc
732;tätnate;Groenlandia densa;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse;RE;
1085;brunkulla;Gymnadenia nigra;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;EN;A2ab
742;luktsporre;Gymnadenia odoratissima;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;"B2ab(iii,v); C2a(i)"
743;brudkulla;Gymnadenia runei;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;D2
744;kalkbräken;Gymnocarpium robertianum;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;"A2b; B2b(iii,v)"
747;grusnejlika;Gypsophila muralis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(i,ii,iii,iv)
1362;bohusranunkel;Halerpestes cymbalaria;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;EN;B1ab(i,iii,v)+2ab(i,iii,v)
753;saltmålla;Halimione pedunculata;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
754;portlakmålla;Halimione portulacoides;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;CR;D
220164;solvända;Helianthemum nummularium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;A2b
224416;ljus solvända;Helianthemum nummularium subsp. nummularium;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse;NT;A2b
224417;mörk solvända;Helianthemum nummularium subsp. obscurum;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse;VU;"A2bc; B2ab(ii,iii,v)"
762;hedblomster;Helichrysum arenarium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;A2b
79;krypfloka;Helosciadium inundatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse;VU;"A2b; B2ab(ii,iii,iv,v)"
770;honungsblomster;Herminium monorchis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;A2b
231476;;Hieracium abbreviatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231477;granlundsfibbla;Hieracium abiegni;kärlväxt;Art;0;Skog (S) - Stor betydelse;CR;B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)
231478;;Hieracium abrupticuspis;kärlväxt;Art;0;Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231479;;Hieracium accrescens;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
231480;norsk fetfibbla;Hieracium acidotum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231185;;Hieracium acriserratum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231481;brunspetsad fibbla;Hieracium acrogymnon;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231483;;Hieracium acromaurum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231484;palmérfibbla;Hieracium acudentulum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231485;slipfibbla;Hieracium acuens;kärlväxt;Art;0;Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231189;roslagsfibbla;Hieracium acutellum;kärlväxt;Art;0;Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); D"
231190;östgötafibbla;Hieracium adampliatum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231191;vistfibbla;Hieracium adiposum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;D1
231192;;Hieracium adlerzii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231486;;Hieracium adsimilans;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231194;;Hieracium adventicium;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
231488;;Hieracium aemulans;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231489;;Hieracium aequialtum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;NT;"B1a+2a; D1"
231490;;Hieracium aethalodes;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
231195;hårig stenfibbla;Hieracium aethotrichum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
231493;;Hieracium ageneium;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231196;;Hieracium ahlfvengrenii;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;NT;"B1a+2a; D1"
231494;ågelsjöfibbla;Hieracium albiduliforme;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231495;blek tallfibbla;Hieracium albidulum;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
231497;vitbandad fibbla;Hieracium albovittatum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); C2a(i)"
266280;älgfibbla;Hieracium alces;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;D1
231499;;Hieracium alsense;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231500;rävfibbla;Hieracium altipes;kärlväxt;Art;0;Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231502;tvekfibbla;Hieracium ambigosum;kärlväxt;Art;0;Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D"
231503;svansfibbla;Hieracium amblyglochin;kärlväxt;Art;0;Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231504;lidenfibbla;Hieracium amblygonium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231505;;Hieracium amblyodontum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231506;;Hieracium amoeniflorum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231507;spolfibbla;Hieracium amoenifrons;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;"B2ab(ii,iii,iv,v); C2a(i)"
266288;slarvfibbla;Hieracium amorphophyllum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;DD;
231200;;Hieracium amphicentrum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v); D"
231508;;Hieracium amplidens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231509;;Hieracium amplisissimum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231510;hårlös rivfibbla;Hieracium ancisum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231204;;Hieracium angricum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
231512;;Hieracium angulatifrons;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231513;kantfibbla;Hieracium angulosum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231514;;Hieracium angustevitreum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231515;navarnäsfibbla;Hieracium angustidens;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
231516;;Hieracium anisolepis;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;RE;
231517;;Hieracium anisolobum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v); D"
231518;puderfibbla;Hieracium anisotomum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231520;;Hieracium anthracostylum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231521;spetsfibbla;Hieracium apicum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231522;;Hieracium appendiculatum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231523;örnfibbla;Hieracium aquiliceps;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231525;;Hieracium araeocladum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231526;svängfibbla;Hieracium arcuaticuneatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
251276;silverfibbla;Hieracium argentarium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231527;silverbergsfibbla;Hieracium argentimontanum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231528;;Hieracium arguteserratum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
251279;arnoldfibbla;Hieracium arnoldii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(i,ii,iii,iv)
231206;sturskfibbla;Hieracium arrogans;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231207;gnagfibbla;Hieracium arrosiforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;"B2a; D1"
231530;;Hieracium arrosum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;NT;D1
231531;värmlandsfibbla;Hieracium asemum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
251277;flikig tallfibbla;Hieracium askii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(i,ii,iii,iv,v)
231532;;Hieracium asteroloma;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
231533;;Hieracium aterrimum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
231534;;Hieracium atricolor;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
231535;röskåsfibbla;Hieracium atriglomerosum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
231208;;Hieracium atrocaeruleum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231210;lindfibbla;Hieracium austriniforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231211;sydfibbla;Hieracium austrinum;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
231212;;Hieracium automorphum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231214;;Hieracium badiicolor;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;RE;
231537;;Hieracium baliophyllum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;NT;"B2a; D1"
231538;;Hieracium baroniae;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;RE;
231216;elefantfibbla;Hieracium barrimum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231217;;Hieracium basicinereum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231539;;Hieracium basidecurrens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231541;;Hieracium basifalcatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
231219;;Hieracium basigriseum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231542;;Hieracium basilacinium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
231543;;Hieracium basilimbatum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231220;piggfibbla;Hieracium basiserratum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); D"
231544;;Hieracium basiunguiculum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231545;;Hieracium basivinosum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231546;;Hieracium bathymallum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;NT;"B2a; D1"
231547;;Hieracium bembicophorum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231548;bergströmsfibbla;Hieracium bergstroemii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231549;;Hieracium betuletorum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
231550;kurvfibbla;Hieracium bicurvum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231551;;Hieracium bijugipes;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231221;bogefibbla;Hieracium bogense;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D1
231553;;Hieracium brachycodon;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;D
231554;;Hieracium brachythysanum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
231556;ärteråsfibbla;Hieracium brevialatum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;DD;
231557;;Hieracium brevifloriferum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231560;snaggfibbla;Hieracium brevipilosum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;NT;D1
231561;;Hieracium brevivestitum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231562;;Hieracium brunellicuspis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231222;uddfibbla;Hieracium cacuminatum;kärlväxt;Art;0;Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231226;finsk vägfibbla;Hieracium caespiticola;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D1
231568;lansettfibbla;Hieracium caliginosum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231569;norsk hällfibbla;Hieracium calliglaucum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231571;;Hieracium caloxanthum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231228;krokfibbla;Hieracium campylodon;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231572;krumfibbla;Hieracium camurum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231573;valpfibbla;Hieracium canipediforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
231576;stoftfibbla;Hieracium canitiosum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
231578;;Hieracium canoturbinatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231230;;Hieracium canovittatum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;VU;D1
267049;;Hieracium capituliferum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;DD;
231582;hajtandsfibbla;Hieracium carcarophyllum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231231;norrgårdafibbla;Hieracium carnosiceps;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231583;;Hieracium catillifolium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231232;brättesfibbla;Hieracium causiatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231585;lapptäckesfibbla;Hieracium centonale;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231586;björnbergsfibbla;Hieracium centrotum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
231588;nipfibbla;Hieracium cerussatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
251291;;Hieracium chauliodon;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
231590;gräsgrön fibbla;Hieracium chloeropis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;CR;C2a(i)
231234;grönholkig fibbla;Hieracium chloocranum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
231235;narrklibbfibbla;Hieracium chlorodes;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
231236;;Hieracium chloroleucum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B2ab(ii,iii,iv,v); D1"
251292;;Hieracium chlorolomiceps;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;DD;
